,,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
1028,0,,,[{'moiety': 'Unknown'}],C[C@@H]1[C@H](C)C(C[C@@]([C@H](O)C(N/C=C/C(CO)[C@@H](O)C(C)C(N2CCC[C@H]2[C@H](O)CC(N)=O)=O)=O)(OC)O1)=C,,,nosperin,,,[M+H]+,541.2999299559999,C26H43N3O9
1028,1,mibig_json_2.0/BGC0001071.json,,,,,,,,,,,
1029,0,,"['Antibacterial', 'Cytotoxic']","[{'moiety': 'Coumarin group', 'subcluster': ['AAK06804.1', 'AAK06805.1', 'AAK06807.1', 'AAK06802.1', 'AAK06803.1', 'AEU17894.1', 'AAK06809.1']}]",C[C@H]1O[C@H](C[C@@H](OC(=O)\C=C\C=C\C=C\C=C\C(=O)NC2=C(O)C3=C(OC2=O)C(Cl)=C(O)C=C3)[C@@H]1OC(C)=O)C1=CC=C2C(=O)C34OC3(C(O)CC3(O)CC(C)=CC(=O)C43O)C(O)C2=C1O,,"[{'target': 'bacterial DNA gyrase'}, {'target': 'inhibitor of human topoisomerases I and II'}]",simocyclinone D8,"['npatlas:8898', 'pubchem:54736483', 'chembl:1235969']",,,931.2090411840003,C46H42ClNO18
1029,1,mibig_json_2.0/BGC0001072.json,,,,,,,,,,,
1030,0,,,,C[C@H]1[C@@]([C@@H](C[C@@H](O1)O[C@@H]2C3=C([C@@H]4C[C@]2(OC45C=C6CCN=C6N5)C)C(=C7C(=C3)C(=O)C8=C(C7=O)C=CC=C8O)O)O)(C(=O)C)O,,,kosinostatin,['pubchem:102302126'],,,616.205695224,C33H32N2O10
1030,1,mibig_json_2.0/BGC0001073.json,,,,,,,,,,,
1031,0,,,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C(O)=C2[C@H]1O[C@H]1C[C@@H]([C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O2)[C@H](C)O1)N(C)C)C(=O)C1=C(C(O)=CC=C1)C3=O,,,cosmomycin D,"['npatlas:1627', 'pubchem:125715']",,,1188.5828724560001,C60H88N2O22
1031,1,mibig_json_2.0/BGC0001074.json,,,,,,,,,,,
1032,0,,,,CC(C)=CC(O)C\C(C)=C\CC\C(C)=C\CC1=C(C)N(O)C2=CC=CC=C2C1=O,,,aurachin RE,"['npatlas:904', 'pubchem:25188767']",,,395.24604391599996,C25H33NO3
1032,1,mibig_json_2.0/BGC0001075.json,,,,,,,,,,,
1033,0,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCC(C)C)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin B,['pubchem:90658650'],,,1022.4132987759101,C43H68N5O21S-
1033,1,,"['Antibacterial', 'Inhibitor']",,CCCCC\C=C/C\C=C/CCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2OS(O)(=O)=O)C2OC(C(O)C2O)N2C=CC(=O)NC2=O)C(=O)N(C)C1C(O)=O)OC(=O)CC(C)CC(O)=O,,[{'target': 'translocase I'}],liposidomycin A,['npatlas:17888'],,,1033.4049251640001,C44H67N5O21S
1033,2,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin C,,,,1022.4132987759101,C43H68N5O21S-
1033,3,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CC/C=C\CCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin Z,,,,1020.3976487119102,C43H66N5O21S-
1033,4,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CC/C=C\CCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin H,,,,1020.3976487119102,C43H66N5O21S-
1033,5,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCC/C=C\CCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin G,,,,1048.4289488399102,C45H70N5O21S-
1033,6,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCCCC(C)C)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin L,,,,1050.4445989039102,C45H72N5O21S-
1033,7,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin M,,,,1050.4445989039102,C45H72N5O21S-
1033,8,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CC/C=C\C/C=C\C/C=C\CCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin K,,,,1058.41329877591,C46H68N5O21S-
1033,9,,"['Antibacterial', 'Inhibitor']",,O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCC/C=C\CCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O,,[{'target': 'translocase I'}],liposidomycin N,,,,1076.46024896791,C47H74N5O21S-
1033,10,mibig_json_2.0/BGC0001076.json,,,,,,,,,,,
1034,0,,,,,,,alkyl-O-dihydrogeranyl-methoxyhydroquinones,,,,,
1034,1,mibig_json_2.0/BGC0001077.json,,,,,,,,,,,
1035,0,,,,COC1=C(C)C(=O)C2=C(C=C(O)C3=C2O[C@@H](C)[C@@]3(C)C(O)C\C=C(/C)CO)C1=O,,,furaquinocin B,['npatlas:9549'],,,402.1678531719999,C22H26O7
1035,1,mibig_json_2.0/BGC0001078.json,,,,,,,,,,,
1036,0,,['Antibacterial'],"[{'moiety': 'chlorine', 'subcluster': ['napH1']}, {'moiety': 'chlorine', 'subcluster': ['napH4']}, {'moiety': 'chlorine', 'subcluster': ['napH2']}]",O=C1C2(Cl)C(OC(C)(C)C(Cl)C2)(CC3C(C)(C)C(Cl)CCC3(O)C)C(C4=CC(O)=C(C)C(O)=C41)=O,,,napyradiomycin A80915C,,,[M+H]+,546.1342718159999,C26H33Cl3O6
1036,1,mibig_json_2.0/BGC0001079.json,,,,,,,,,,,
1037,0,,"['Antibacterial', 'Antifungal']",,CC(C)=CCC1=CC=CC2=NC3=CC=CC(C(O)=O)=C3N=C12,,,endophenazine A,"['npatlas:15622', 'pubchem:10039975']",,,292.121177752,C18H16N2O2
1037,1,,,"[{'moiety': 'phenazine-1-carboxylic acid', 'subcluster': ['CAX48666.1', 'CAX48667.1', 'CAX48668.1', 'CAX48669.1', 'CAX48670.1', 'CAX48671.1', 'CAX48672.1']}]",CN1C2=CC=CC(C(O)=O)=C2N=C2C(CC=C(C)C)=CC(=O)C=C12,,,endophenazine B,"['npatlas:7331', 'pubchem:90657423']",,,322.13174243599997,C19H18N2O3
1037,2,mibig_json_2.0/BGC0001080.json,,,,,,,,,,,
1038,0,,['Inhibitor'],,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,,[{'target': 'BK channels'}],paxilline,['pubchem:105008'],,,435.240958536,C27H33NO4
1038,1,,"['Inhibitor', 'Antiviral']",,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@H](CC[C@@]3(C)[C@]1([H])CC2)C(C)(C)O,,[{'target': 'BK channels'}],paspaline,"['npatlas:8347', 'pubchem:115028']",,,421.298079488,C28H39NO2
1038,2,,,,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@H](C(=O)C=C3[C@]1([H])CC2)C(C)(C)O,,,13-dehydroxypaxilline,['npatlas:3569'],,,419.24604391599996,C27H33NO3
1038,3,,,,CC(C)(O)C1CCC2(C=O)C(CCC3(C)C2CCC2CC4=C(NC5=CC=CC=C45)C32C)O1,,,paspaline B,"['npatlas:3640', 'pubchem:10342949']",,,435.277344044,C28H37NO3
1038,4,mibig_json_2.0/BGC0001082.json,,,,,,,,,,,
1039,0,,['Antibacterial'],"[{'moiety': 'chlorine', 'subcluster': ['mcl24']}]",CC(C)C1CC2C(C)(CCC=C(C)C)C3(Cl)C(=O)C2(C1)C1=CC(O)=CC(O)=C1C3=O,,,merochlorin A,['npatlas:7975'],,,430.1910871519999,C25H31ClO4
1039,1,,['Antibacterial'],"[{'moiety': 'chlorine', 'subcluster': ['mcl24']}]",CC(C)=CCCC1(C)OC2=C(Cl)C(=O)C3=C(O)C=C(O)C=C3C22CC(CC12)=C(C)C,,,merochlorin B,['npatlas:15740'],,,428.175437088,C25H29ClO4
1039,2,,,,OC1=C2C([C@]3(C/C(C4)=C(C)\C)[C@@H]4[C@@](C)(CC/C=C(C)/C)[C@](C3=O)([H])C2=O)=CC(O)=C1,,,deschloro-merochlorin A,,,[M-H]-,394.21440943999994,C25H30O4
1039,3,,,,OC1=C2C(C(C3C(C)(CC/C=C(C)/C)O4)(C/C(C3)=C(C)/C)C4=C([H])C2=O)=CC(O)=C1,,,deschloro-merochlorin B,,,[M-H]-,394.21440943999994,C25H30O4
1039,4,,,"[{'moiety': 'chlorine', 'subcluster': ['mcl24']}]",OC1=C2C(C(C3C(C)(CC/C=C(C)/C)O4)(C/C(C3)=C(C)/C)C4=C([H])C2=O)=CC(O)=C1Cl,,,isochloro-merochlorin B,,,[M-H]-,428.17543708799997,C25H29ClO4
1039,5,,,"[{'moiety': 'chlorine', 'subcluster': ['mcl24']}]",OC1=C2C(C(C3C(C)(CC/C=C(C)/C)O4)(C/C(C3)=C(C)/C)C4=C(Cl)C2=O)=CC(O)=C1Cl,,,dichloro-merochlorin B,,,[M-H]-,462.13646473599994,C25H28Cl2O4
1039,6,,['Antibacterial'],"[{'moiety': 'chlorine', 'subcluster': ['mcl24']}]",CC(C)=CCCC(C)=CCC(CC1(O)C(=O)C2=C(C(O)=CC(O)=C2)C(=O)C1(C)Cl)=C(C)C,,,merochlorin D,['npatlas:8389'],,,460.20165183599994,C26H33ClO5
1039,7,,['Antibacterial'],"[{'moiety': 'chlorine', 'subcluster': ['mcl24']}, {'moiety': 'chlorine', 'subcluster': ['mcl40']}]",CC(C)=C1CC=C(C)CCC(Cl)C(C)(C)OC2=CC(O)=C3C(=O)C(C)(Cl)C(O)(C1)C(=O)C3=C2,,,merochlorin C,['npatlas:11421'],,,494.1626794839999,C26H32Cl2O5
1039,8,mibig_json_2.0/BGC0001083.json,,,,,,,,,,,
1040,0,,"['Cytotoxic', 'Inhibitor']",,CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]11C(=O)N(O)C2=C1C=CC1=C2C=CC(C)(C)O1)NC4=O,,,notoamide A,['npatlas:4681'],,,463.210721028,C26H29N3O5
1040,1,mibig_json_2.0/BGC0001084.json,,,,,,,,,,,
1041,0,,,,CC(C)[C@@H]1N(C)C2=CC3=C(C4=C2C(C[C@@H](CO)NC1=O)=CN4)[C@](C)(CC[C@@]3(C)C(C)C)C=C,,,teleocidin B1,['npatlas:13971'],,,451.31987755200004,C28H41N3O2
1041,1,mibig_json_2.0/BGC0001085.json,,,,,,,,,,,
1042,0,,,,C/C(=C\C1=CC=C(C=C1)O)/C(=O)NC2=CC=C(C=C2)C(=O)N[C@@H](CC#N)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C(=C(C=C5)C(=O)O)O)OC)O)OC,,,albicidin,['pubchem:78322514'],,,842.2547706560003,C44H38N6O12
1042,1,mibig_json_2.0/BGC0001088.json,,,,,,,,,,,
1043,0,,['Antibacterial'],,CC(C)CC(C(=O)NCCC/C=C\C=C\C(=C\C=C/C=C(/C)\C(CC(=O)N/C(=C\C=C\C=C\C(C)C(=O)O)/C)O)\C)O,,,bacillaene,['pubchem:44227768'],,,582.36688732,C34H50N2O6
1043,1,mibig_json_2.0/BGC0001089.json,,,,,,,,,,,
1044,0,,['Antifungal'],,CCC(C)CCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(CC2=CC=C(O)C=C2)C(=O)NC(CC(N)=O)C(=O)N2CCCC2C(=O)NC(CCC(O)=O)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1,,,bacillomycin D,"['npatlas:8510', 'pubchem:3086563']",,,1044.5491617320001,C49H76N10O15
1044,1,mibig_json_2.0/BGC0001090.json,,,,,,,,,,,
1045,0,,,,C/C=C/C/C=C(\C)/C(CC/C(=C/C=C(\C)/C(=C\1/C(=O)C=C(OC1=O)[C@H](C)CC/C=C/NC(=O)OC)/O)/C)O,,,corallopyronin,['pubchem:54737730'],,,527.2883026519999,C30H41NO7
1045,1,mibig_json_2.0/BGC0001091.json,,,,,,,,,,,
1046,0,,,,COC1CC2=NC(=CO2)C(=O)OC(C\C=C/C2OC2\C=C\C=C/C2=NC(=CO2)C(=O)OC(C\C=C/C=C\C=C\1)C(C)(C)C(O)\C=C\C)C(C)(C)C(O)\C=C\C,,,disorazol A,['npatlas:13201'],,,758.377845928,C43H54N2O10
1046,1,mibig_json_2.0/BGC0001093.json,,,,,,,,,,,
1047,0,,,,CC\C=C\C(OC(N)=O)C(Cl)C(O)CC(=O)C(O)C(O)C(C)C(\Cl)=C\C=C\C=C(/C)\C=C\C=C\C(=O)O[C@@H]1C[C@H](CC[C@@H]1O)C(O)=O,,,enacyloxin IIa,['npatlas:11770'],,,701.2369666200001,C33H45Cl2NO11
1047,1,mibig_json_2.0/BGC0001094.json,,,,,,,,,,,
1048,0,,['Antifungal'],,CCCCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1CC2=CC=C(C=C2)OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)CCC(=O)O)C)CCC(=O)N)CC4=CC=C(C=C4)O)C(C)CC)O,"['Fengycin C', 'Fengymycin', 'AC1L9EVZ']",,fengycin,['pubchem:443591'],,,1462.795934,C72H110N12O20
1048,1,mibig_json_2.0/BGC0001095.json,,,,,,,,,,,
1049,0,,,,C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2[C@H]([C@@]3(C[C@@](O2)(C)O)CO3)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C,,,FR901464,['pubchem:10553647'],,,507.2832172719999,C27H41NO8
1049,1,mibig_json_2.0/BGC0001096.json,,,,,,,,,,,
1050,0,,,,CCCCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)CO)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N,,,iturin,['pubchem:158570'],,,1042.544745048,C48H74N12O14
1050,1,mibig_json_2.0/BGC0001098.json,,,,,,,,,,,
1051,0,,['Antibacterial'],"[{'moiety': 'Carbamoyl group', 'subcluster': ['ADD82947.1']}]",CC(C\C=C\C=C/CCC(=C)CC(C)C\C(C)=C\C(O)=O)CC(=O)CC(O)CNC(=O)C(C)C(C)OC(N)=O,"['batumin', 'kal/bat', 'Kalimantacin']",[{'target': 'FabI'}],kalimantacin A,"['npatlas:15478', 'pubchem:197707']",,,548.3461518759999,C30H48N2O7
1051,1,mibig_json_2.0/BGC0001099.json,,,,,,,,,,,
1052,0,,,,[H][C@]12C[C@]([H])(O)\C=C\C(\C)=C\C[C@]([H])(O)\C=C\C(\C)=C\[C@@]([H])(NC(=O)C(C)=O)[C@](C)(C(=O)O1)C(=O)[C@@H]2C,,,lankacidin C,['npatlas:4098'],,,459.2257023959999,C25H33NO7
1052,1,mibig_json_2.0/BGC0001100.json,,,,,,,,,,,
1053,0,,"['Antibacterial', 'Cytotoxic', 'Inhibitor']",,C[C@@H]1C2=NC(=CS2)/C=C\C=C\C(=O)[C@@H](/C=C(/CC[C@@]3(CC(=O)N1)[C@@](C(=O)SS3=O)(C)O)\C)O,['lnm'],[{'target': 'DNA'}],leinamycin,['pubchem:9849230'],,,510.0952995519999,C22H26N2O6S3
1053,1,mibig_json_2.0/BGC0001101.json,,,,,,,,,,,
1054,0,,['Siderophore'],,CCCCCCC\C=C(/C)\C(\O)=C1/C=C(OC1=O)C(=O)CC,,,malleilactone,['npatlas:13598'],,,306.183109312,C18H26O4
1054,1,mibig_json_2.0/BGC0001102.json,,,,,,,,,,,
1055,0,,,,CCC(C)CCCCCCCCCCC1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CO)CC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N,,,mycosubtilin,['pubchem:3083700'],,,1198.6346226719998,C55H86N14O16
1055,1,mibig_json_2.0/BGC0001103.json,,,,,,,,,,,
1056,0,,,,CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCC(=O)CCCC(CC)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,,,myxovirescin A1,['npatlas:423'],,,623.4397179119999,C35H61NO8
1056,1,mibig_json_2.0/BGC0001104.json,,,,,,,,,,,
1057,0,,['Cytotoxic'],,C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@@H]2[C@@H]3[C@@H]([C@H](C([C@H](O3)C[C@@H](CCC/C=C/C=C/C=C/C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)O)(C)C)OC)OCO2)O)OC)C,,[{'target': 'inhibition of protein biosynthesis caused by binding to the ribosome. This mechanism causes a ribotoxic stress response and ultimately apoptosis.'}],onnamide A,['pubchem:10373128'],"['NMR', 'Mass spectrometry']",,793.4473224560004,C39H63N5O12
1057,1,mibig_json_2.0/BGC0001105.json,,,,,,,,,,,
1058,0,,,,COC(CC(C)C(O)\C=C\C=C\CNC(=O)C(C)(C)C(O)C(\C)=C\C=C\C=C\CC1=CN=CO1)C1(O)C(C)C(=O)N(C)C11COC1=O,,,oxalomycin B,['npatlas:12324'],,,655.346880148,C35H49N3O9
1058,1,mibig_json_2.0/BGC0001106.json,,,,,,,,,,,
1059,0,,"['Cytotoxic', 'Inhibitor', 'dermatotoxic']",,C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C,,[{'target': 'inhibition of protein biosynthesis caused by binding to the ribosome. This mechanism causes a ribotoxic stress response and ultimately apoptosis.'}],pederin,['pubchem:5381287'],"['NMR', 'Mass spectrometry', 'Chemical derivatization']",,503.30943201999986,C25H45NO9
1059,1,,"['Cytotoxic', 'Inhibitor']",,CC1C(OC(CC1=C)(C(C(=O)NC(C2CC(C(C(O2)CC(COC)OC)(C)C)O)OC)O)O)C,,,pseudopederin,['pubchem:12314693'],"['NMR', 'Mass spectrometry']",,489.29378195599986,C24H43NO9
1059,2,,"['Cytotoxic', 'Inhibitor']",,CC1C(OC(CC1=C)(C(C(=O)NC(C2CC(=O)C(C(O2)CC(COC)OC)(C)C)OC)O)OC)C,,,pederone,['pubchem:177799'],"['NMR', 'Mass spectrometry']",,501.29378195599986,C25H43NO9
1059,3,mibig_json_2.0/BGC0001108.json,,,,,,,,,,,
1060,0,,,,C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C,,,pederin,['pubchem:5381287'],,,503.30943201999986,C25H45NO9
1060,1,mibig_json_2.0/BGC0001109.json,,,,,,,,,,,
1061,0,,['Cytotoxic'],"[{'moiety': 'isocoumarin group', 'subcluster': ['not experimentally determined']}]",CC1=C(C=C(C2=C1C[C@@H](OC2=O)[C@H](C)[C@H](C[C@@H]3C([C@@H](C[C@H](O3)[C@@H](NC(=O)[C@H](C(CC(=C)C)OC)O)OC)O)(C)C)O)O)O,['irciniastatin a'],"[{'target': 'RPL41 (C. elegans)'}, {'target': 'RPL36a and RPL36aI (human ortholog)'}]",psymberin,['pubchem:11456257'],,,609.3149113239999,C31H47NO11
1061,1,,['Cytotoxic'],"[{'moiety': 'isocoumarin group', 'subcluster': ['not experimentally determined']}]",CC1=C(C=C(C2=C1C[C@@H](OC2=O)[C@H](C)[C@H](C[C@@H]3C(C(=O)C[C@H](O3)[C@@H](NC(=O)[C@H]([C@H](CC(=C)C)OC)O)OC)(C)C)O)O)O,,,irciniastatin B,['pubchem:66575256'],,,607.29926126,C31H45NO11
1061,2,mibig_json_2.0/BGC0001110.json,,,,,,,,,,,
1062,0,,['Cytotoxic'],,CO[C@@H](C[C@@H]1OC(=O)C[C@@H](O)C[C@@H](OC)C=CC=CC[C@H](OC)C2=COC(CC(O)C(C)(C)[C@H](C[C@H](OC)[C@@H](C)CCC(=O)[C@H](C)[C@@H](C\C=C\N(C)C=O)OC)OC(=O)C[C@@H](O)C[C@@H](OC)C=CC=CC[C@H](OC)C3=COC(CC(O)C1(C)C)=N3)=N2)[C@@H](C)CCC(=O)[C@H](C)[C@@H](C\C=C\N(C)C=O)OC,,,rhizopodin,['npatlas:11391'],,,1468.8707216079997,C78H124N4O22
1062,1,mibig_json_2.0/BGC0001111.json,,,,,,,,,,,
1063,0,,['Cytotoxic'],,C[C@@H]1/C=C/[C@@H]2[C@](O2)([C@H](C[C@H](OC(=O)[C@H]3[C@@H](O3)C[C@@H]4C[C@H]1OC(=O)C4)[C@H](C)[C@H](/C(=C/C=C/C(=C/C5=COC(=N5)C)/C)/C)OC)O)C,,[{'target': 'tublin'}],rhizoxin A,['pubchem:6437358'],,,625.325082084,C35H47NO9
1063,1,mibig_json_2.0/BGC0001112.json,,,,,,,,,,,
1064,0,,,,C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2[C@H]([C@@]3(C[C@@](O2)(C)OCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)CO3)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C,,,spliceostatin,['pubchem:16204481'],,,1002.5711430640001,C51H82N6O12S
1064,1,,,,C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2[C@H]([C@@]3(C[C@@](O2)(C)O)CO3)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C,,,FR901464,['pubchem:10553647'],,,507.2832172719999,C27H41NO8
1064,2,mibig_json_2.0/BGC0001113.json,,,,,,,,,,,
1065,0,,"['Cytotoxic', 'Inhibitor']",,C[C@H](OC(C)=O)\C=C/C(=O)N[C@@H]1C[C@H](C)[C@H](C\C=C(/C)\C=C\[C@H]2O[C@H](CC(O)=O)C[C@@]3(CO3)[C@@H]2O)O[C@@H]1C,,[{'target': 'Spliceosome'}],thailanstatin A,"['npatlas:8640', 'pubchem:71665768']",,,535.2781318919998,C28H41NO9
1065,1,mibig_json_2.0/BGC0001114.json,,,,,,,,,,,
1066,0,,,,CC(O)C(C)\C=C\CC1COC(C(O)C(\C)=C\C(=O)OCCCCCCCC(=O)NC2=C3SSC=C3NC2=O)C(O)C1O,,,thiomarinol,"['npatlas:11004', 'pubchem:5825095']",,,640.248822988,C30H44N2O9S2
1066,1,mibig_json_2.0/BGC0001115.json,,,,,,,,,,,
1067,0,,,,[H][C@@]12CCCN1C(=O)[C@@]([H])(CC)NC(=O)[C@@]([H])(NC(=O)C1=C(O)C=CC=N1)[C@@]([H])(C)OC(=O)[C@@]([H])(NC(=O)[C@]1([H])CC(=O)CCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N(C)C2=O)C1=CC=CC=C1,,,virginiamycin S1,['npatlas:9403'],,,823.354090768,C43H49N7O10
1067,1,mibig_json_2.0/BGC0001116.json,,,,,,,,,,,
1068,0,,,,[H][C@@]12NC3=CC=C(C=C3[C@]1(O)C[C@@H]1N2C(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2C[C@@H](O)CNN2C(=O)[C@@H](OC(=O)[C@H](NC1=O)C(C)C)C(C)C)[C@H](C)O)C1=CC=C2N[C@@]3([H])N4[C@@H](C[C@@]3(O)C2=C1)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N1NC[C@H](O)C[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]([C@H](C)O)C4=O,,,himastatin,['npatlas:16115'],,,1484.7551317279992,C72H104N14O20
1068,1,mibig_json_2.0/BGC0001117.json,,,,,,,,,,,
1069,0,,"['inhibits neutrophil recruitment, immunosuppressive']",,CC1=C(C(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O)C(=O)O,,,endocrocin,['pubchem:160483'],,,314.04265265999993,C16H10O7
1069,1,mibig_json_2.0/BGC0001118.json,,,,,,,,,,,
