,compounds,ncbi_tax_id,organism_name,file
801,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65', 'compound': 'chaetoglobosins', 'mol_mass': 556.29372238, 'molecular_formula': 'C34H40N2O5'}]",27334,Penicillium expansum,mibig_json_2.0/BGC0000968.json
631,"[{'chem_struct': 'CO[C@H]1C(NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)CC(C)=C[C@H](C)[C@@H](C)OC1=O)C1=CC=C(O)C=C1', 'compound': 'chondramide A', 'database_id': ['npatlas:7953'], 'mol_mass': 646.3366498119999, 'molecular_formula': 'C36H46N4O7'}]",52,Chondromyces crocatus,mibig_json_2.0/BGC0000969.json
1347,"[{'chem_struct': 'CCCC[C@@H](C)[C@H](O)[C@H](C)C(=O)C(\\C)=C\\[C@@H](OC)[C@@H](O)[C@@H](OC)C(=O)N\\C=C/C1=CC=C(O)C(Cl)=C1', 'compound': 'chondrochloren A', 'database_id': ['npatlas:508'], 'mol_mass': 525.2493303, 'molecular_formula': 'C27H40ClNO7'}]",52,Chondromyces crocatus,mibig_json_2.0/BGC0000970.json
1041,"[{'chem_struct': '[H][C@@]1(CCCC=C1)[C@H](O)[C@@]12NC(=O)[C@H](CCCCCC)[C@]1(C)OC2=O', 'compound': 'cinnabaramide A', 'database_id': ['npatlas:11227'], 'mol_mass': 335.209658408, 'molecular_formula': 'C19H29NO4'}]",319633,Streptomyces cinnabarigriseus,mibig_json_2.0/BGC0000971.json
931,"[{'chem_acts': ['Antibacterial', 'moderate antagonist of dopamine 5 and 5-hydroxytryptamine 7 receptors '], 'chem_struct': 'CCCCCCCCCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O', 'compound': 'N-myristoyl-D-asparagine', 'mol_mass': 342.251857568, 'molecular_formula': 'C18H34N2O4'}, {'chem_struct': 'CCCCCCC=CCCCCCC(N[C@@H](C(O)=O)CC(N)=O)=O', 'compound': 'cis-7-tetradecenoyl-D-asparagine', 'mol_mass': 340.236207504, 'molecular_formula': 'C18H32N2O4'}, {'chem_struct': 'CCCCCCCCCCCCCC(N[C@@H](C(N[C@@H](C)CCC(C)=O)=O)CC(N)=O)=O', 'compound': '(R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide', 'mol_mass': 439.3410069199999, 'molecular_formula': 'C24H45N3O4'}]",562,Escherichia coli,mibig_json_2.0/BGC0000972.json
500,"[{'chem_acts': ['Neuroprotectant'], 'chem_struct': 'COC1=C(/C(=C\\N=O)/NC(=C1)C2=CC=CC=N2)SC', 'compound': 'collismycin A', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 275.072847656, 'molecular_formula': 'C13H13N3O2S'}]",1068630,Streptomyces sp. CS40,mibig_json_2.0/BGC0000973.json
323,"[{'chem_struct': 'COC(\\C=C\\C1=CC=CC=C1)C(C)C(OC)C(C)\\C=C\\C(\\C)=C\\C(=O)N\\C=C/C\\C=C/C(=O)NCC(=O)OC', 'compound': 'crocacin', 'database_id': ['npatlas:11357', 'pubchem:6476008'], 'mol_mass': 538.3042870639999, 'molecular_formula': 'C31H42N2O6'}]",52,Chondromyces crocatus,mibig_json_2.0/BGC0000974.json
149,"[{'chem_struct': 'COC1=C(Cl)C=C(C[C@H]2NC(=O)\\C=C/C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)[C@H](C)[C@H]2O[C@@H]2C2=CC=CC=C2)C=C1', 'compound': 'cryptophycin-327', 'database_id': ['npatlas:17944'], 'mol_mass': 654.2707940159999, 'molecular_formula': 'C35H43ClN2O8'}]",76335,Nostoc sp. ATCC 53789,mibig_json_2.0/BGC0000975.json
1694,"[{'chem_acts': ['anti-tubulin'], 'chem_moieties': [{'moiety': 'terminal olefin', 'subcluster': ['AEE88277.1']}, {'moiety': 'cyclopropyl ring', 'subcluster': ['AEE88289.1', 'AEE88288.1', 'AEE88287.1', 'AEE88286.1', 'AEE88285.1', 'AEE88284.1']}], 'chem_struct': 'CO[C@H](CC\\C(C)=C\\C=C\\CC\\C=C/[C@H]1CSC(=N1)[C@@H]1C[C@@H]1C)CC=C', 'chem_targets': [{'target': 'Colchicine site of tubulin'}], 'compound': 'curacin A', 'database_id': ['npatlas:3438', 'pubchem:6438908', 'chebi:3961', 'chembl:89138', 'chemspider:4445239'], 'mol_mass': 373.24393574000004, 'molecular_formula': 'C23H35NOS'}]",489825,Moorea producens 3L,mibig_json_2.0/BGC0000976.json
1660,"[{'chem_struct': 'CC(=O)C1=C([C@@H]2[C@@H]3[C@@H](CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O', 'compound': 'cyclopiazonic acid', 'database_id': ['pubchem:54682463'], 'mol_mass': 336.1473924999999, 'molecular_formula': 'C20H20N2O3'}]",5062,Aspergillus oryzae,mibig_json_2.0/BGC0000977.json
454,"[{'chem_acts': ['Cytotoxic', 'Neurotoxic'], 'chem_moieties': [{'moiety': 'guanidino', 'subcluster': ['ABX60154.1', 'ABX60158.1']}, {'moiety': 'sulfate', 'subcluster': ['ABX60159.1']}, {'moiety': 'hydroxide', 'subcluster': ['ABX60155.1']}], 'chem_struct': 'C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O', 'compound': 'cylindrospermopsin', 'database_id': ['pubchem:115005', 'chemspider:26396261'], 'mol_mass': 415.11616901199994, 'molecular_formula': 'C15H21N5O7S'}]",478021,Cylindrospermopsis raciborskii AWT205,mibig_json_2.0/BGC0000978.json
31,"[{'chem_struct': 'C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O', 'compound': 'cylindrospermopsin', 'database_id': ['pubchem:115005'], 'mol_mass': 415.11616901199994, 'molecular_formula': 'C15H21N5O7S'}]",459665,Aphanizomenon sp. 10E9,mibig_json_2.0/BGC0000979.json
51,"[{'chem_struct': 'C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O', 'compound': 'cylindrospermopsin', 'database_id': ['pubchem:115005'], 'mol_mass': 415.11616901199994, 'molecular_formula': 'C15H21N5O7S'}]",459668,Aphanizomenon sp. 22D11,mibig_json_2.0/BGC0000980.json
440,"[{'chem_struct': 'C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O', 'compound': 'cylindrospermopsin', 'database_id': ['pubchem:115005'], 'mol_mass': 415.11616901199994, 'molecular_formula': 'C15H21N5O7S'}]",459664,Aphanizomenon sp. 10E6,mibig_json_2.0/BGC0000981.json
1517,"[{'chem_struct': 'CO[C@@H](\\C=C\\C1=CSC(=N1)C1=CSC(=N1)C(C)C)[C@@H](C)C(\\OC)=C/C(=O)OC', 'compound': 'cystothiazole A', 'database_id': ['npatlas:7000', 'pubchem:5470965'], 'mol_mass': 422.13339931199994, 'molecular_formula': 'C20H26N2O4S2'}]",43,Cystobacter fuscus,mibig_json_2.0/BGC0000982.json
1826,"[{'chem_acts': ['Inhibitor'], 'chem_struct': '[H][C@@]12O[C@]1(C)[C@@H](C)[C@@]1([H])[C@H](CC3=CC=CC=C3)NC(=O)[C@]11OC(=O)O\\C=C\\[C@@](C)(O)C(=O)[C@@H](C)C\\C=C\\[C@@]21[H]', 'chem_targets': [{'target': 'angiogenesis'}], 'compound': 'cytochalasin E', 'database_id': ['npatlas:17108', 'pubchem:5458385'], 'mol_mass': 495.2257023959999, 'molecular_formula': 'C28H33NO7'}, {'chem_acts': ['Cytotoxic'], 'chem_struct': '[H][C@]12[C@H](CC3=CC=CC=C3)NC(=O)[C@]11C(=O)\\C=C\\C(=O)[C@H](OC(C)=O)\\C(C)=C\\[C@@H](C)C\\C=C\\[C@@]1([H])[C@@H]1O[C@]1(C)[C@H]2C', 'compound': 'cytochalasin K', 'database_id': ['npatlas:17129', 'pubchem:44583793'], 'mol_mass': 531.2620879039999, 'molecular_formula': 'C32H37NO6'}]",344612,Aspergillus clavatus NRRL 1,mibig_json_2.0/BGC0000983.json
1144,"[{'chem_struct': 'C/C=C(/C(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O', 'compound': 'delftibactin A', 'database_id': ['pubchem:70680458'], 'mol_mass': 1032.4836013360002, 'molecular_formula': 'C40H68N14O18'}, {'chem_struct': 'C/C=C(/C(=O)NC(CCCN(C(=O)C)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O', 'compound': 'delftibactin B', 'database_id': ['pubchem:70680459'], 'mol_mass': 1046.4992514000003, 'molecular_formula': 'C41H70N14O18'}]",398578,Delftia acidovorans SPH-1,mibig_json_2.0/BGC0000984.json
1240,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O', 'compound': 'didemnin B', 'database_id': ['pubchem:13895197'], 'mol_mass': 1111.6416651480001, 'molecular_formula': 'C57H89N7O15'}, {'chem_struct': 'C[C@@H]1[C@@H](C(=O)N[C@@H]([C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O1)CC3=CC=C(C=C3)OC)C)CC(C)C)C)C(C)C)O)C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](C)O', 'chem_synonyms': ['Nordidemnin', '117710-03-9', 'AC1L4U3F', 'AC1Q5K2N', '1-[(2s)-2-hydroxypropanoyl]-l-prolyl-n-[(3s,6r,7s,10r,11s,15s,17s,20s,25as)-11-hydroxy-3-(4-methoxybenzyl)-2,6,17-trimethyl-20-(2-methylpropyl)-1,4,8,13,16,18,21-heptaoxo-10,15-di(propan-2-yl)docosahydro-15h-pyrrolo[2,1-f][1,15,4,7,10,20]dioxatetraazacyclotricosin-7-yl]-n2-methylleucinamide', '(2S)-N-[1-[[(3S,6S,8S,12S,13R,16S,17R,20S,23S)-12-hydroxy-20-[(4-methoxyphenyl)methyl]-6,17,21-trimethyl-3-(2-methylpropyl)-2,5,7,10,15,19,22-heptaoxo-8,13-di(propan-2-yl)-9,18-dioxa-1,4,14,21-tetrazabicyclo[21.3.0]hexacosan-16-yl]amino]-4-methyl-1-oxopentan-2-yl]-1-[(2S)-2-hydroxypropanoyl]-N-methylpyrrolidine-2-carboxamide', 'Didemnin A, 1-(N-(1-(2-hydroxy-1-oxopropyl)-L-prolyl)-N-methyl-D-leucine)-3-((3S,4R)-3-hydroxy-5-methyl-4-aminohexanoic acid)-'], 'compound': 'nordidemnin B', 'database_id': ['pubchem:70698166'], 'mol_mass': 1097.626015084, 'molecular_formula': 'C56H87N7O15'}, {'chem_struct': 'CCCCCCC[C@H](CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H]2[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@@H](NC2=O)[C@@H](C)CC)O)C(C)C)C)CC(C)C)C)CC4=CC=C(C=C4)OC)C)O', 'compound': 'didemnin X', 'database_id': ['pubchem:44592545'], 'mol_mass': 1666.9320930399992, 'molecular_formula': 'C82H130N12O24'}, {'chem_struct': 'CCCCCCC[C@H](CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H]2[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@@H](NC2=O)[C@@H](C)CC)O)C(C)C)C)CC(C)C)C)CC4=CC=C(C=C4)OC)C)O', 'compound': 'didemnin Y', 'database_id': ['pubchem:44592546'], 'mol_mass': 1794.9906705359992, 'molecular_formula': 'C87H138N14O26'}]",1110502,Tistrella mobilis KA081020-065,mibig_json_2.0/BGC0000985.json
633,[{'compound': 'dkxanthene'}],378806,Stigmatella aurantiaca DW4/3-1,mibig_json_2.0/BGC0000986.json
1022,"[{'chem_struct': 'C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\\C)=C\\C1=CSC(C)=N1', 'compound': 'epothilone B', 'database_id': ['npatlas:6085'], 'mol_mass': 507.265459032, 'molecular_formula': 'C27H41NO6S'}]",56,Sorangium cellulosum,mibig_json_2.0/BGC0000988.json
1352,"[{'chem_struct': 'C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C', 'compound': 'epothilone', 'database_id': ['pubchem:448013'], 'mol_mass': 507.265459032, 'molecular_formula': 'C27H41NO6S'}]",1254432,Sorangium cellulosum So0157-2,mibig_json_2.0/BGC0000989.json
616,"[{'chem_struct': 'C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C', 'compound': 'epothilone', 'database_id': ['pubchem:448013'], 'mol_mass': 507.265459032, 'molecular_formula': 'C27H41NO6S'}]",56,Sorangium cellulosum,mibig_json_2.0/BGC0000990.json
819,"[{'chem_struct': 'C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C', 'compound': 'epothilone', 'database_id': ['pubchem:448013'], 'mol_mass': 507.265459032, 'molecular_formula': 'C27H41NO6S'}]",56,Sorangium cellulosum,mibig_json_2.0/BGC0000991.json
1163,"[{'chem_struct': 'C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)C(=O)C3=C(N([C@H](C3=O)CO)C)O)C', 'compound': 'fusaridione A', 'database_id': ['pubchem:5458342'], 'mol_mass': 373.22530847199994, 'molecular_formula': 'C22H31NO4'}]",42747,Fusarium heterosporum,mibig_json_2.0/BGC0000992.json
1225,"[{'chem_struct': 'C\\C=C1/NC(=O)[C@H]2CSSCC\\C=C\\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C', 'compound': 'FR901228', 'database_id': ['npatlas:16792'], 'mol_mass': 540.207626872, 'molecular_formula': 'C24H36N4O6S2'}]",536,Chromobacterium violaceum,mibig_json_2.0/BGC0000993.json
1532,"[{'chem_struct': '[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC)\\C=C(C)/C[C@H](C)C[C@@H]2OC)C(\\C)=C\\[C@@H]1CC[C@@H](O)C(C1)OC', 'compound': 'FR-900520', 'database_id': ['npatlas:3615'], 'mol_mass': 791.481976648, 'molecular_formula': 'C43H69NO12'}]",132248,Streptomyces hygroscopicus subsp. ascomyceticus,mibig_json_2.0/BGC0000994.json
1809,"[{'chem_struct': 'CC(OC(C)=O)\\C=C/C(=O)NC1CC(C)C(C\\C=C(/C)\\C=C\\C2OC(C)(O)CC3(CO3)C2O)OC1C', 'compound': 'FR901464', 'database_id': ['npatlas:15806', 'pubchem:10553647'], 'mol_mass': 507.2832172719999, 'molecular_formula': 'C27H41NO8'}]",764483,Pseudomonas sp. 2663,mibig_json_2.0/BGC0000995.json
32,"[{'chem_acts': ['Antifungal'], 'chem_struct': 'O=C(NCCC(O)C1C(O)=C(C(/C=C/2)=O)C(N1)=O)/C=C\\C[C@H]([C@]3([H])[C@]4([H])[C@@]5([H])[C@@](C[C@H](C=C)[C@@H]5C)([H])C3)[C@H]2CC4=O', 'compound': 'frontalamide B', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 508.25733687199994, 'molecular_formula': 'C29H36N2O6'}]",591157,Streptomyces sp. SPB78,mibig_json_2.0/BGC0000996.json
455,"[{'chem_struct': 'CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\\[C@@H](NC1=O)C)O', 'compound': 'glidobactin', 'database_id': ['pubchem:6439229'], 'mol_mass': 520.326085128, 'molecular_formula': 'C27H44N4O6'}]",413882,[Polyangium] brachysporum,mibig_json_2.0/BGC0000997.json
1653,[{'compound': 'guadinomine'}],1238679,Streptomyces sp. K01-0509,mibig_json_2.0/BGC0000998.json
1687,[{'compound': 'heat-stable antifungal factor'}],69,Lysobacter enzymogenes,mibig_json_2.0/BGC0000999.json
3,"[{'chem_acts': ['Antifungal', 'Cytotoxic'], 'chem_struct': 'C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O', 'chem_targets': [{'target': 'actin'}], 'compound': 'hectochlorin', 'database_id': ['npatlas:11115', 'pubchem:636718'], 'mol_mass': 664.108278028, 'molecular_formula': 'C27H34Cl2N2O9S2'}]",158786,Lyngbya majuscula,mibig_json_2.0/BGC0001000.json
479,"[{'chem_struct': 'CO\\C(CCNC(=O)CC\\C=C\\C(C)CC\\C(CCCC#CBr)=C\\Cl)=C\\C(=O)N1C(C)C=CC1=O', 'compound': 'jamaicamide A', 'database_id': ['npatlas:13036'], 'mol_mass': 566.1546974120001, 'molecular_formula': 'C27H36BrClN2O4'}, {'chem_acts': ['Sodium channel blocking'], 'chem_struct': 'CO\\C(CCNC(=O)CC\\C=C\\C(C)CC\\C(CCCC#C)=C\\Cl)=C\\C(=O)N1C(C)C=CC1=O', 'chem_targets': [{'target': 'Sodium channel blocking'}], 'compound': 'jamaicamide B', 'database_id': ['npatlas:374', 'pubchem:49787032'], 'mol_mass': 488.244185344, 'molecular_formula': 'C27H37ClN2O4'}, {'chem_struct': 'CO\\C(CCNC(=O)CC\\C=C\\C(C)CC\\C(CCCC=C)=C\\Cl)=C\\C(=O)N1C(C)C=CC1=O', 'chem_targets': [{'target': 'Sodium channel blocking'}], 'compound': 'jamaicamide C', 'database_id': ['npatlas:1111', 'pubchem:49787033'], 'mol_mass': 490.259835408, 'molecular_formula': 'C27H39ClN2O4'}]",158786,Lyngbya majuscula,mibig_json_2.0/BGC0001001.json
1560,"[{'chem_struct': 'C[C@@H]1C[C@H]1/C=C\\[C@H]2C[C@@H]2[C@@H]3C[C@H]3[C@H]4C[C@H]4[C@@H]5C[C@@H]5/C=C/C=C/C(=O)NC[C@H]6[C@@H]([C@H]([C@@H](O6)N7CCC(=O)NC7=O)O)O', 'compound': 'jawsamycin', 'database_id': ['pubchem:101991492'], 'mol_mass': 565.3151860959999, 'molecular_formula': 'C32H43N3O6'}]",66429,Streptomyces roseoverticillatus,mibig_json_2.0/BGC0001002.json
1785,"[{'chem_acts': ['Antibacterial'], 'chem_moieties': [{'moiety': 'N-Methyl-Tetramic acid', 'subcluster': ['ABB05101.1', 'ABB05099.1']}], 'chem_struct': 'CC(C)C(O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)\\C=C(C)\\C=C\\C=C\\C=C\\C=C\\C(=O)C1=C(O)C(CCC(O)=O)N(C)C1=O', 'compound': 'α-lipomycin', 'database_id': ['chebi:80123'], 'mol_mass': 587.30943202, 'molecular_formula': 'C32H45NO9'}]",1894,Kitasatospora aureofaciens,mibig_json_2.0/BGC0001003.json
1194,"[{'chem_acts': ['Antibacterial', 'Cytotoxic'], 'chem_struct': '[H][C@@]12C=C[C@]3([H])C(C)=CCC(O[C@H]4C[C@](C)([C@H](NC(=O)OC)[C@H](C)O4)N(=O)=O)C(C)=C[C@@H]4C=C(CO)[C@@H](C)CC44OC(=O)C(=C4O)C(=O)[C@]3(C)[C@@]1([H])[C@H](C)C[C@@H](C)[C@H]2O[C@@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@@H](O)[C@@H](OC)[C@H](C)O3)[C@H](C)O2)[C@@H](O)[C@H](C)O1', 'compound': 'lobophorin B', 'database_id': ['npatlas:11650', 'pubchem:44566672'], 'mol_mass': 1186.6036079, 'molecular_formula': 'C61H90N2O21'}]",1035052,Streptomyces sp. SCSIO 01127,mibig_json_2.0/BGC0001004.json
1203,[{'compound': 'locillomycin'}],1423,Bacillus subtilis,mibig_json_2.0/BGC0001005.json
587,"[{'chem_acts': ['Inhibitor'], 'chem_moieties': [{'moiety': 'pyrrolquinoline'}], 'chem_struct': 'CO\\C=C\\C(=O)C1=NC2=C3C(C=NC3=C(N)C=C2NC(C)=O)=C1', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'lymphostin', 'database_id': ['npatlas:9688'], 'mol_mass': 310.10659030799997, 'molecular_formula': 'C16H14N4O3'}, {'chem_acts': ['Inhibitor'], 'chem_moieties': [{'moiety': 'pyrroloquinoline'}], 'chem_struct': 'CCC(=O)NC1=CC(N)=C2N=CC3=C2C1=NC(=C3)C(=O)CCO', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'neolymphostinol B', 'database_id': ['npatlas:15444'], 'mol_mass': 312.12224037199996, 'molecular_formula': 'C16H16N4O3'}, {'chem_acts': ['Inhibitor'], 'chem_moieties': [{'moiety': 'pyrrolquinoline'}], 'chem_struct': 'CC(=O)NC1=CC(N)=C2N=CC3=C2C1=NC(=C3)C(=O)CCO', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'lymphostinol', 'database_id': ['npatlas:884'], 'mol_mass': 298.10659030799997, 'molecular_formula': 'C15H14N4O3'}, {'chem_acts': ['Inhibitor'], 'chem_moieties': [{'moiety': 'pyrrolquinoline'}], 'chem_struct': 'CCC(=O)NC1=C2N=C(C=C3C=NC(=C23)C(N)=C1)C(=O)C=COC', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'neolymphostin B', 'database_id': ['npatlas:18570'], 'mol_mass': 324.12224037199996, 'molecular_formula': 'C17H16N4O3'}]",369723,Salinispora tropica CNB-440,mibig_json_2.0/BGC0001006.json
839,"[{'chem_acts': ['Inhibitor'], 'chem_struct': 'NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(C)=O)=C1', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'lymphostin', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 310.10659030799997, 'molecular_formula': 'C16H14N4O3'}, {'chem_acts': ['Inhibitor'], 'chem_struct': 'NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(CC)=O)=C1', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'neolymphostinol B', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 312.12224037199996, 'molecular_formula': 'C16H16N4O3'}, {'chem_acts': ['Inhibitor'], 'chem_struct': 'NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(C)=O)=C1', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'lymphostinol', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 298.10659030799997, 'molecular_formula': 'C15H14N4O3'}, {'chem_acts': ['Inhibitor'], 'chem_struct': 'NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(CC)=O)=C1', 'chem_targets': [{'target': 'mTOR'}], 'compound': 'neolymphostin b', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 324.12224037199996, 'molecular_formula': 'C17H16N4O3'}]",391037,Salinispora arenicola CNS-205,mibig_json_2.0/BGC0001007.json
1047,"[{'chem_acts': ['Antibacterial', 'Antioxidant'], 'chem_moieties': [{'moiety': '3,6-dimethylsalicylate', 'subcluster': ['ABY66020.1', 'ABY66019.1', 'ABY66018.1', 'ABY66017.1']}], 'chem_struct': 'COC1=C2C(=C(C=C1)[C@H](CC(=O)N3C[C@H]3/C/4=C/C#C[C@H](O2)[C@]5([C@H](CC=C5C#C4)O)O)O)Cl', 'chem_targets': [{'target': 'DNA'}], 'compound': 'maduropeptin', 'database_id': ['pubchem:102505401', 'chemspider:21805429'], 'mol_mass': 453.0979150399999, 'molecular_formula': 'C24H20ClNO6'}]",1993,Actinomadura madurae,mibig_json_2.0/BGC0001008.json
1338,"[{'chem_struct': 'COC(\\C=C\\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\\OC)=C/C(=O)OC', 'compound': 'melithiazol A', 'database_id': ['npatlas:8025'], 'mol_mass': 422.13339931199994, 'molecular_formula': 'C20H26N2O4S2'}]",45,Melittangium lichenicola,mibig_json_2.0/BGC0001009.json
638,"[{'chem_acts': ['Antifungal', 'Cytotoxic'], 'chem_struct': 'COC(\\C=C\\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\\OC)=C/C(=O)OC', 'chem_targets': [{'target': 'respiratory chain inhibitor BC-I complex'}], 'compound': 'melithiazol A', 'database_id': ['npatlas:8025'], 'mol_mass': 422.13339931199994, 'molecular_formula': 'C20H26N2O4S2'}]",45,Melittangium lichenicola,mibig_json_2.0/BGC0001010.json
793,"[{'chem_struct': 'CC\\C1=C/CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(O)C(C)C(O)CC(O)CC(O)\\C(C)=C\\C(C)CC(C)C1O)C(\\C)=C\\C(C)C(C)O', 'compound': 'meridamycin', 'database_id': ['npatlas:13430'], 'mol_mass': 821.5289268399999, 'molecular_formula': 'C45H75NO12'}]",367779,Streptomyces sp. NRRL 30748,mibig_json_2.0/BGC0001011.json
1139,"[{'chem_struct': 'CC\\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\\C)=C\\[C@@H](C)[C@@H](C)O', 'compound': 'meridamycin', 'mol_mass': 821.5289268399999, 'molecular_formula': 'C45H75NO12'}]",68280,Streptomyces violaceusniger,mibig_json_2.0/BGC0001012.json
